Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
10420,UdhamSinghNagar,Kashipur,Wheat,Other,FAQ,1950,1950,1950,23 Jan 2020
10421,Khargone,Kasrawad,Wheat,Local,FAQ,2170,2305,2290,10 Jan 2020
10422,Khargone,Kasrawad,Wheat,Local,FAQ,2300,2350,2330,06 Jan 2020
10423,Katni,Katni,Wheat,Local,FAQ,1966,2050,2000,29 Jan 2020
10424,Katni,Katni,Wheat,Local,FAQ,2111,2179,2148,07 Jan 2020
10425,Baran,Kawai Salpura (Atru),Wheat,Other,FAQ,2181,2261,2221,13 Jan 2020
10426,Baran,Kawai Salpura (Atru),Wheat,Other,FAQ,2200,2243,2222,09 Jan 2020
10427,Farukhabad,Kayamganj,Wheat,Dara,FAQ,2020,2040,2030,08 Jan 2020
10428,Farukhabad,Kayamganj,Wheat,Dara,FAQ,2070,2090,2080,15 Jan 2020
10429,Kekri,Kekri,Wheat,Other,FAQ,1895,2350,2140,06 Jan 2020
10430,Kekri,Kekri,Wheat,Other,FAQ,1988,2240,2110,23 Jan 2020
10431,Seoni,Keolari,Wheat,Local,FAQ,2050,2050,2050,28 Jan 2020
10432,Ganganagar,Kesarisinghpur,Wheat,Other,FAQ,2022,2022,2022,24 Jan 2020
10433,Ujjain,Khachrod,Wheat,Lokwan,FAQ,2018,2151,2151,27 Jan 2020
10434,Ujjain,Khachrod,Wheat,Lokwan,FAQ,2323,2380,2336,07 Jan 2020
10435,Agra,Khairagarh,Wheat,Dara,FAQ,1850,1950,1900,07 Jan 2020
10436,Agra,Khairagarh,Wheat,Dara,FAQ,1900,2000,1950,13 Jan 2020
10437,Agra,Khairagarh,Wheat,Dara,FAQ,1900,2000,1950,20 Jan 2020
10438,Agra,Khairagarh,Wheat,Dara,FAQ,1900,2000,1950,21 Jan 2020
10439,Anand,Khambhat(Grain Market),Wheat,Other,FAQ,2070,2110,2090,03 Jan 2020
10440,Buldhana,Khamgaon,Wheat,Other,FAQ,1700,1925,1812,29 Jan 2020
10441,Buldhana,Khamgaon,Wheat,Other,FAQ,1950,2416,2183,27 Jan 2020
10442,Buldhana,Khamgaon,Wheat,Other,FAQ,2000,2150,2075,07 Jan 2020
10443,Khandwa,Khandwa,Wheat,Lok-1,FAQ,2132,2401,2220,22 Jan 2020
10444,Jhalawar,Khanpur,Wheat,Other,FAQ,2050,2137,2093,25 Jan 2020
10445,Jhalawar,Khanpur,Wheat,Other,FAQ,2100,2183,2141,21 Jan 2020
10446,Jhalawar,Khanpur,Wheat,Other,FAQ,2212,2280,2246,18 Jan 2020
10447,Tikamgarh,Khargapur,Wheat,Mill Quality,FAQ,2000,2020,2009,25 Jan 2020
10448,Khargone,Khargone,Wheat,Other,FAQ,2050,2290,2160,21 Jan 2020
10449,Khargone,Khargone,Wheat,Other,FAQ,2116,2409,2330,18 Jan 2020
10450,Khargone,Khargone,Wheat,Other,FAQ,2125,2320,2140,23 Jan 2020
10451,Khargone,Khargone,Wheat,Other,FAQ,2261,2431,2330,10 Jan 2020
10452,Dewas,Khategaon,Wheat,Other,FAQ,2000,2219,2200,14 Jan 2020
10453,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2075,2270,2172,28 Jan 2020
10454,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2075,2425,2250,22 Jan 2020
10455,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2100,2300,2200,06 Jan 2020
10456,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2100,2450,2275,09 Jan 2020
10457,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2250,2440,2345,08 Jan 2020
10458,Jabalpur,Paatan,Wheat,Lokwan,FAQ,1975,2370,2150,06 Jan 2020
10459,Rajgarh,Pachaur,Wheat,147 Average,FAQ,2240,2461,2290,11 Jan 2020
10460,Jalgaon,Pachora,Wheat,Other,FAQ,2012,2029,2018,16 Jan 2020
10461,Ganganagar,Padampur,Wheat,Other,FAQ,2051,2093,2093,21 Jan 2020
10462,Ganganagar,Padampur,Wheat,Other,FAQ,2412,2412,2412,03 Jan 2020
10463,Chattrapati Sambhajinagar,Paithan,Wheat,Bansi,FAQ,1961,2381,2200,29 Jan 2020
10464,Chattrapati Sambhajinagar,Paithan,Wheat,Bansi,FAQ,2055,2531,2300,18 Jan 2020
10465,Banaskanth,Palanpur,Wheat,Other,FAQ,2175,2380,2277,04 Jan 2020
10466,Banaskanth,Palanpur,Wheat,Other,FAQ,2190,2420,2305,03 Jan 2020
10467,Lakhimpur,Paliakala,Wheat,Dara,FAQ,1990,2030,2010,24 Jan 2020
10468,Bhavnagar,Palitana,Wheat,Hybrid,FAQ,2050,2400,2225,11 Jan 2020
10469,Bhavnagar,Palitana,Wheat,Hybrid,FAQ,2050,2550,2300,20 Jan 2020
10470,Bhavnagar,Palitana,Wheat,Hybrid,FAQ,2050,2600,2325,24 Jan 2020
10471,Bhavnagar,Palitana,Wheat,Hybrid,FAQ,2075,2575,2325,10 Jan 2020
10472,Khandwa,Pandhana,Wheat,Lok-1,FAQ,2000,2125,2100,21 Jan 2020
10473,Panna,Panna,Wheat,Other,FAQ,2050,2075,2060,10 Jan 2020
10474,Banaskanth,Panthawada,Wheat,Other,FAQ,2315,2315,2315,03 Jan 2020
10475,Jalana,Partur,Wheat,Maharashtra 2189,FAQ,1700,2100,1800,25 Jan 2020
10476,Patan,Patan,Wheat,Other,FAQ,2065,2435,2250,22 Jan 2020
10477,Akola,Patur,Wheat,Maharashtra 2189,FAQ,1800,2100,1975,17 Jan 2020
10478,Akola,Patur,Wheat,Maharashtra 2189,FAQ,1800,2200,2000,18 Jan 2020
10479,Panna,Pawai,Wheat,Local,FAQ,1850,1850,1850,23 Jan 2020
10480,Jhabua,Petlawad,Wheat,147 Average,FAQ,2200,2200,2200,19 Jan 2020
10481,Shivpuri,Pichhour,Wheat,Lokwan,FAQ,2076,2102,2089,17 Jan 2020
10482,Pillibhit,Pilibhit,Wheat,Dara,FAQ,2010,2080,2050,15 Jan 2020
10483,Hoshangabad,Pipariya,Wheat,Other,FAQ,1801,2107,2065,27 Jan 2020
10484,Hoshangabad,Pipariya,Wheat,Other,FAQ,1910,2105,2060,28 Jan 2020
10485,Mandsaur,Piplya,Wheat,Lok -1 (Nilami Rate),FAQ,2051,2225,2110,22 Jan 2020
10486,Shivpuri,Pohari,Wheat,Mill Quality,FAQ,1920,1985,1920,31 Jan 2020
10487,Shivpuri,Pohari,Wheat,Mill Quality,FAQ,2045,2095,2045,08 Jan 2020
10488,Porbandar,Porbandar,Wheat,Lokwan,FAQ,0,1500,1500,29 Jan 2020
10489,Porbandar,Porbandar,Wheat,Other,FAQ,0,2375,2375,27 Jan 2020
10490,Porbandar,Porbandar,Wheat,Other,FAQ,2200,2475,2340,06 Jan 2020
10491,Morena,Porsa,Wheat,Mill Quality,FAQ,2005,2011,2010,07 Jan 2020
10492,Pratapgarh,Pratapgarh,Wheat,Other,FAQ,1901,2287,2094,30 Jan 2020
10493,Pratapgarh,Pratapgarh,Wheat,Other,FAQ,2045,0,2116,20 Jan 2020
10494,Pratapgarh,Pratapgarh,Wheat,Other,FAQ,2151,2291,2221,17 Jan 2020
10495,Tikamgarh,Prithvipur,Wheat,Mill Quality,FAQ,1960,2005,1980,20 Jan 2020
10496,Tikamgarh,Prithvipur,Wheat,Mill Quality,FAQ,2055,2065,2060,08 Jan 2020
10497,Tikamgarh,Prithvipur,Wheat,Mill Quality,FAQ,2070,2080,2075,06 Jan 2020
10498,Kanpur Dehat,Pukharayan,Wheat,Dara,FAQ,1950,2100,2025,29 Jan 2020
10499,Pune,Pune,Wheat,Sharbati,FAQ,4200,4500,4350,04 Jan 2020
10500,Pillibhit,Puranpur,Wheat,Dara,FAQ,1900,2025,1955,09 Jan 2020
10501,Unnao,Purwa,Wheat,Dara,FAQ,1980,2020,2000,22 Jan 2020
10502,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,1950,1970,1960,07 Jan 2020
10503,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,1980,1990,1980,06 Jan 2020
10504,Guna,Raghogarh,Wheat,Mill Quality,FAQ,2135,2135,2135,28 Jan 2020
10505,Ahmednagar,Rahuri,Wheat,Other,FAQ,2125,2300,2205,14 Jan 2020
10506,Ahmednagar,Rahuri(Vambori),Wheat,Other,FAQ,2070,2451,2260,25 Jan 2020
10507,Ahmednagar,Rahuri(Vambori),Wheat,Other,FAQ,2200,2400,2300,30 Jan 2020
10508,Dhar,Rajgarh,Wheat,147 Average,FAQ,2375,2630,2565,14 Jan 2020
10509,Rajkot,Rajkot,Wheat,Sharbati,FAQ,2270,2465,2340,02 Jan 2020
10510,Rajkot,Rajkot,Wheat,Sharbati,FAQ,2310,2460,2365,11 Jan 2020
10511,Raisen,Obedullaganj,Wheat,Lokwan,FAQ,2070,2198,2120,20 Jan 2020
10512,Raisen,Obedullaganj,Wheat,Lokwan,FAQ,2145,2311,2200,10 Jan 2020
10513,Jabalpur,Paatan,Wheat,Lokwan,FAQ,1655,2300,2050,29 Jan 2020
10514,Jalgaon,Pachora,Wheat,Other,FAQ,2000,2417,2251,13 Jan 2020
10515,Jalgaon,Pachora,Wheat,Other,FAQ,2001,2064,2041,08 Jan 2020
10516,Chattrapati Sambhajinagar,Paithan,Wheat,Bansi,FAQ,1921,2500,2355,25 Jan 2020
10517,Chattrapati Sambhajinagar,Paithan,Wheat,Bansi,FAQ,2100,2481,2311,10 Jan 2020
10518,Chattrapati Sambhajinagar,Paithan,Wheat,Bansi,FAQ,2125,2576,2375,14 Jan 2020
10519,Seoni,Palari,Wheat,147 Average,FAQ,2005,2018,2011,24 Jan 2020
10520,Tikamgarh,Palera,Wheat,Mill Quality,FAQ,1980,2000,1990,26 Jan 2020
10521,Thane,Palghar,Wheat,Other,FAQ,2401,2401,2401,15 Jan 2020
10522,Thane,Palghar,Wheat,Other,FAQ,2600,2600,2600,03 Jan 2020
10523,Lakhimpur,Paliakala,Wheat,Dara,FAQ,1975,2010,1990,21 Jan 2020
10524,Bhavnagar,Palitana,Wheat,Hybrid,FAQ,2000,2500,2250,28 Jan 2020
10525,Panna,Panna,Wheat,Other,FAQ,1935,1950,1941,30 Jan 2020
10526,Panna,Panna,Wheat,Other,FAQ,1998,2020,2005,15 Jan 2020
10527,Panna,Panna,Wheat,Other,FAQ,2000,2050,2010,25 Jan 2020
10528,Banaskanth,Panthawada,Wheat,Other,FAQ,1750,2305,2027.5,17 Jan 2020
10529,Maharajganj,Partaval,Wheat,Dara,FAQ,1900,1950,1930,24 Jan 2020
10530,Maharajganj,Partaval,Wheat,Dara,FAQ,1900,1955,1932,19 Jan 2020
10531,Jalana,Partur,Wheat,Maharashtra 2189,FAQ,1801,2511,2250,01 Jan 2020
10532,Jalana,Partur,Wheat,Maharashtra 2189,FAQ,1825,1950,1900,16 Jan 2020
10533,Patan,Patan,Wheat,Other,FAQ,2175,2575,2375,02 Jan 2020
10534,Ahmednagar,Pathardi,Wheat,Maharashtra 2189,FAQ,1800,2550,2233,29 Jan 2020
10535,Panna,Pawai,Wheat,Local,FAQ,2000,2000,2000,22 Jan 2020
10536,Jhabua,Petlawad,Wheat,147 Average,FAQ,2000,2050,2050,28 Jan 2020
10537,Shivpuri,Pichhour,Wheat,Lokwan,FAQ,2000,2025,2012,31 Jan 2020
10538,Shivpuri,Pichhour,Wheat,Lokwan,FAQ,2075,2180,2128,06 Jan 2020
10539,Pillibhit,Pilibhit,Wheat,Dara,FAQ,2000,2025,2010,17 Jan 2020
10540,Hoshangabad,Pipariya,Wheat,Other,FAQ,2127,2160,2145,01 Jan 2020
10541,Mandsaur,Piplya,Wheat,Lok -1 (Nilami Rate),FAQ,1921,2351,2270,14 Jan 2020
10542,Shivpuri,Pohari,Wheat,Mill Quality,FAQ,1925,1980,1950,30 Jan 2020
10543,Shivpuri,Pohari,Wheat,Mill Quality,FAQ,2000,2000,2000,16 Jan 2020
10544,Porbandar,Porbandar,Wheat,Lokwan,FAQ,2390,2435,2415,03 Jan 2020
10545,Tikamgarh,Prithvipur,Wheat,Mill Quality,FAQ,2000,2010,2005,19 Jan 2020
10546,Kanpur Dehat,Pukharayan,Wheat,Dara,FAQ,1900,2100,1990,03 Jan 2020
10547,Kanpur Dehat,Pukharayan,Wheat,Dara,FAQ,1930,2130,2030,28 Jan 2020
10548,Pune,Pune,Wheat,Sharbati,FAQ,3800,4200,4000,16 Jan 2020
10549,Pillibhit,Puranpur,Wheat,Dara,FAQ,1970,2010,1990,17 Jan 2020
10550,Unnao,Purwa,Wheat,Dara,FAQ,1940,1980,1960,04 Jan 2020
10551,Unnao,Purwa,Wheat,Dara,FAQ,1980,2020,2000,15 Jan 2020
10552,Unnao,Purwa,Wheat,Dara,FAQ,1980,2020,2000,30 Jan 2020
10553,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,1960,1970,1960,09 Jan 2020
10554,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,1980,2000,2000,29 Jan 2020
10555,Hamirpur,Raath,Wheat,Dara,FAQ,2000,2070,2050,18 Jan 2020
10556,Guna,Raghogarh,Wheat,Mill Quality,FAQ,2100,2150,2125,25 Jan 2020
10557,Ahmednagar,Rahata,Wheat,Other,FAQ,2025,2110,2025,27 Jan 2020
10558,Sagar,Rahatgarh,Wheat,Other,FAQ,1900,2100,2000,25 Jan 2020
10559,Sagar,Rahatgarh,Wheat,Other,FAQ,2000,2100,2050,09 Jan 2020
10560,Ahmednagar,Rahuri,Wheat,Other,FAQ,1800,2320,2025,10 Jan 2020
10561,Ahmednagar,Rahuri,Wheat,Other,FAQ,1950,2021,1985,24 Jan 2020
10562,Ahmednagar,Rahuri(Vambori),Wheat,Other,FAQ,2300,2500,2400,09 Jan 2020
10563,Dhar,Rajgarh,Wheat,147 Average,FAQ,2050,2300,2200,15 Jan 2020
10564,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,2255,2400,2327,16 Jan 2020
10565,Rajnandgaon,Kheragarh,Wheat,Other,FAQ,1400,1600,1500,12 Jan 2020
10566,Rajnandgaon,Kheragarh,Wheat,Other,FAQ,1400,1700,1500,26 Jan 2020
10567,Alwar,Kherli,Wheat,Other,FAQ,2121,2196,2160,09 Jan 2020
10568,Badwani,Khetia,Wheat,Other,FAQ,2000,2010,2005,13 Jan 2020
10569,Badwani,Khetia,Wheat,Other,FAQ,2000,2010,2005,14 Jan 2020
10570,Harda,Khirakiya,Wheat,147 Average,FAQ,2000,2071,2059,30 Jan 2020
10571,Harda,Khirakiya,Wheat,147 Average,FAQ,2051,2073,2066,20 Jan 2020
10572,Harda,Khirakiya,Wheat,147 Average,FAQ,2175,2236,2229,07 Jan 2020
10573,Bulandshahar,Khurja,Wheat,Dara,FAQ,1910,2190,2070,28 Jan 2020
10574,Bulandshahar,Khurja,Wheat,Dara,FAQ,1980,2200,2070,24 Jan 2020
10575,Mathura,Kosikalan,Wheat,Dara,FAQ,2100,2200,2150,18 Jan 2020
10576,Anupur,Kotma,Wheat,Other,FAQ,1850,1850,1850,07 Jan 2020
10577,Deedwana Kuchaman,Kuchaman City,Wheat,Other,FAQ,2150,2150,2150,28 Jan 2020
10578,Dhar,Kukshi,Wheat,Other,FAQ,2000,2300,2150,04 Jan 2020
10579,Hamirpur,Kurara,Wheat,Dara,FAQ,1900,2000,1950,28 Jan 2020
10580,Rajgarh,Kurawar,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2470,2300,17 Jan 2020
10581,Banaskanth,Lakhani,Wheat,Other,FAQ,2125,2125,2125,31 Jan 2020
10582,Raebarelli,Lalganj,Wheat,Dara,FAQ,1975,2050,2000,24 Jan 2020
10583,Lalitpur,Lalitpur,Wheat,Dara,FAQ,1970,2070,2025,07 Jan 2020
10584,Dausa,Lalsot,Wheat,Other,FAQ,2015,2191,2144,19 Jan 2020
10585,Dausa,Lalsot,Wheat,Other,FAQ,2018,2188,2050,23 Jan 2020
10586,Nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ,2100,2645,2541,09 Jan 2020
10587,Nashik,Lasalgaon(Niphad),Wheat,Maharashtra 2189,FAQ,2000,2351,2251,25 Jan 2020
10588,Nashik,Lasalgaon(Niphad),Wheat,Maharashtra 2189,FAQ,2166,2301,2271,02 Jan 2020
10589,Nashik,Lasalgaon(Niphad),Wheat,Maharashtra 2189,FAQ,2241,2436,2300,20 Jan 2020
10590,Nashik,Lasalgaon(Niphad),Wheat,Maharashtra 2189,FAQ,2280,2348,2280,10 Jan 2020
10591,Latur,Latur,Wheat,Maharashtra 2189,FAQ,1800,3000,2070,31 Jan 2020
10592,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2100,3100,2700,14 Jan 2020
10593,Chhatarpur,LavKush Nagar(Laundi),Wheat,Other,FAQ,2100,2100,2100,17 Jan 2020
10594,Alwar,Laxmangarh (Barodamev),Wheat,Other,FAQ,2050,2090,2080,27 Jan 2020
10595,Alwar,Laxmangarh (Barodamev),Wheat,Other,FAQ,2050,2100,2080,20 Jan 2020
10596,Alwar,Laxmangarh (Barodamev),Wheat,Other,FAQ,2190,2190,2190,09 Jan 2020
10597,Buldhana,Lonar,Wheat,Other,FAQ,2120,2500,2310,09 Jan 2020
10598,Lucknow,Lucknow,Wheat,Dara,FAQ,1975,2025,2000,14 Jan 2020
10599,Lucknow,Lucknow,Wheat,Dara,FAQ,2000,2050,2030,22 Jan 2020
10600,Bikaner,Lunkaransar,Wheat,Other,FAQ,1790,1980,1820,23 Jan 2020
10601,Ajmer,Madanganj Kishangarh,Wheat,Other,FAQ,1900,2250,2075,13 Jan 2020
10602,Dausa,Madanganj Mahuwa,Wheat,Other,FAQ,1920,2040,2010,30 Jan 2020
10603,Dausa,Madanganj Mahuwa,Wheat,Other,FAQ,1990,2140,2070,21 Jan 2020
10604,Dausa,Madanganj Mahuwa,Wheat,Other,FAQ,2090,2163,2130,03 Jan 2020
10605,Dausa,Madanganj Mahuwa,Wheat,Other,FAQ,2100,2140,2130,10 Jan 2020
10606,Dausa,Madanganj Mahuwa,Wheat,Other,FAQ,2115,2181,2141,01 Jan 2020
10607,Ujjain,Mahidpur,Wheat,Other,FAQ,2100,2475,2350,03 Jan 2020
10608,Mahoba,Mahoba,Wheat,Dara,FAQ,1980,2040,2010,30 Jan 2020
10609,Khiri (Lakhimpur),Maigalganj,Wheat,Dara,FAQ,1950,2020,2000,18 Jan 2020
10610,Khiri (Lakhimpur),Maigalganj,Wheat,Dara,FAQ,1960,2000,1980,08 Jan 2020
10611,Khiri (Lakhimpur),Maigalganj,Wheat,Dara,FAQ,2000,2030,2010,11 Jan 2020
10612,Mainpuri,Mainpuri,Wheat,Dara,FAQ,0,0,2013,20 Jan 2020
10613,Guna,Maksudangarh,Wheat,Other,FAQ,2175,2260,2220,03 Jan 2020
10614,Nashik,Malegaon,Wheat,Other,FAQ,1841,2493,2252,27 Jan 2020
10615,Buldhana,Malkapur,Wheat,Other,FAQ,2085,2580,2090,30 Jan 2020
10616,Sagar,Malthone,Wheat,Dara Mill Quality,FAQ,1900,2105,2075,20 Jan 2020
10617,Harda,Sirali,Wheat,Mill Quality,FAQ,2170,2201,2189,18 Jan 2020
10618,Harda,Sirali,Wheat,Mill Quality,FAQ,2175,2209,2189,01 Jan 2020
10619,Vidisha,Sironj,Wheat,Other,FAQ,1890,2652,2271,08 Jan 2020
10620,Sitapur,Sitapur,Wheat,Dara,FAQ,2010,2030,2020,24 Jan 2020
10621,Sitapur,Sitapur,Wheat,Dara,FAQ,2060,2075,2070,10 Jan 2020
10622,Sitapur,Sitapur,Wheat,Dara,FAQ,2075,2090,2080,18 Jan 2020
10623,Mandsaur,Sitmau,Wheat,Other,FAQ,2056,2246,2100,18 Jan 2020
10624,Mandsaur,Sitmau,Wheat,Other,FAQ,2180,2200,2190,17 Jan 2020
10625,Sholapur,Solapur,Wheat,Sharbati,FAQ,2600,3155,2675,08 Jan 2020
10626,Sholapur,Solapur,Wheat,Sharbati,FAQ,2605,3195,2710,23 Jan 2020
10627,Dewas,Sonkatch,Wheat,Other,FAQ,1910,2200,2085,28 Jan 2020
10628,Dewas,Sonkatch,Wheat,Other,FAQ,2050,2416,2150,03 Jan 2020
10629,Dewas,Sonkatch,Wheat,Other,FAQ,2150,2500,2350,14 Jan 2020
10630,Shajapur,Soyatkalan,Wheat,Other,FAQ,2125,2230,2175,01 Jan 2020
10631,Anupgarh,Sri Vijayanagar,Wheat,Other,FAQ,2001,2026,2026,18 Jan 2020
10632,Ganganagar,Sriganganagar (Grain),Wheat,Other,FAQ,2000,2000,2000,20 Jan 2020
10633,Amethi,Sultanpur,Wheat,Dara,FAQ,2000,2100,2050,26 Jan 2020
10634,Surajpur,Surajpur,Wheat,Other,FAQ,1850,1850,1850,11 Jan 2020
10635,Shajapur,Susner,Wheat,Other,FAQ,2225,2250,2240,17 Jan 2020
10636,Mandsaur,Suvasra,Wheat,Other,FAQ,2075,2085,2080,30 Jan 2020
10637,Akola,Telhara,Wheat,Other,FAQ,1900,2050,2000,21 Jan 2020
10638,Akola,Telhara,Wheat,Other,FAQ,1900,2150,2025,02 Jan 2020
10639,Jhabua,Thandla,Wheat,147 Average,FAQ,2000,2250,2125,19 Jan 2020
10640,Jhabua,Thandla,Wheat,147 Average,FAQ,2123,2123,2123,31 Jan 2020
10641,Banaskanth,Thara,Wheat,Other,FAQ,2100,2475,2287,22 Jan 2020
10642,Banaskanth,Thara,Wheat,Other,FAQ,2210,2560,2385,06 Jan 2020
10643,Banaskanth,Thara,Wheat,Other,FAQ,2220,2505,2362,09 Jan 2020
10644,Banaskanth,Thara(Shihori),Wheat,Other,FAQ,2150,2210,2180,17 Jan 2020
10645,Banaskanth,Thara(Shihori),Wheat,Other,FAQ,2175,2335,2255,21 Jan 2020
10646,Kheda,Thasara(Dokar),Wheat,Lokwan,FAQ,2000,2100,2050,25 Jan 2020
10647,Kheda,Thasara(Dokar),Wheat,Lokwan,FAQ,2000,2150,2075,17 Jan 2020
10648,Tikamgarh,Tikamgarh,Wheat,Other,FAQ,2150,2222,2180,04 Jan 2020
10649,Khiri (Lakhimpur),Tikonia,Wheat,Dara,FAQ,2050,2230,2150,02 Jan 2020
10650,Harda,Timarni,Wheat,Mill Quality,FAQ,1960,2115,2060,27 Jan 2020
10651,Harda,Timarni,Wheat,Mill Quality,FAQ,2086,2186,2170,18 Jan 2020
10652,Tonk,Tonk,Wheat,Deshi,FAQ,2120,2180,2140,11 Jan 2020
10653,Dharashiv(Usmanabad),Tuljapur,Wheat,Other,FAQ,2875,2875,2875,20 Jan 2020
10654,Balrampur,Tulsipur,Wheat,Dara,FAQ,1900,1980,1940,25 Jan 2020
10655,Balrampur,Tulsipur,Wheat,Dara,FAQ,1900,2000,1940,02 Jan 2020
10656,Balrampur,Tulsipur,Wheat,Dara,FAQ,1900,2000,1940,11 Jan 2020
10657,Balrampur,Tulsipur,Wheat,Dara,FAQ,1900,2000,1945,08 Jan 2020
10658,Balrampur,Tulsipur,Wheat,Dara,FAQ,1900,2000,1950,01 Jan 2020
10659,Firozabad,Tundla,Wheat,Dara,FAQ,2070,2160,2110,02 Jan 2020
10660,Udaipur,Udaipur (Grain),Wheat,Kalyan,FAQ,1850,2050,1950,28 Jan 2020
10661,Raisen,Udaipura,Wheat,Lokwan,FAQ,1900,1980,1950,29 Jan 2020
10662,Raisen,Udaipura,Wheat,Lokwan,FAQ,2000,2060,2040,20 Jan 2020
10663,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2130,2090,07 Jan 2020
10664,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2130,2090,30 Jan 2020
10665,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2150,2100,02 Jan 2020
10666,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2150,2100,11 Jan 2020
10667,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2150,2100,17 Jan 2020
10668,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2150,2100,19 Jan 2020
10669,Badaun,Ujhani,Wheat,Dara,FAQ,2050,2150,2100,27 Jan 2020
10670,Badaun,Ujhani,Wheat,Dara,FAQ,2100,2150,2125,21 Jan 2020
10671,Neemuch,Manasa,Wheat,Other,FAQ,2150,2361,2255,14 Jan 2020
10672,Neemuch,Manasa,Wheat,Other,FAQ,2250,2460,2355,09 Jan 2020
10673,Dhar,Manawar,Wheat,Other,FAQ,2275,2332,2317,07 Jan 2020
10674,Dausa,Mandawari,Wheat,Other,FAQ,2000,2139,2060,28 Jan 2020
10675,Mandla,Mandla,Wheat,Other,FAQ,1900,2010,2000,09 Jan 2020
10676,Mandla,Mandla,Wheat,Other,FAQ,2000,2140,2125,11 Jan 2020
10677,Junagarh,Mangrol,Wheat,Lok-1,FAQ,2200,2250,2230,25 Jan 2020
10678,Junagarh,Mangrol,Wheat,Lok-1,FAQ,2250,2300,2280,04 Jan 2020
10679,Nashik,Manmad,Wheat,Other,FAQ,1940,2061,1975,06 Jan 2020
10680,Nashik,Manmad,Wheat,Other,FAQ,1941,2381,1971,31 Jan 2020
10681,Nashik,Manmad,Wheat,Other,FAQ,1950,2005,1970,30 Jan 2020
10682,Mathura,Mathura,Wheat,Dara,FAQ,2100,2155,2135,10 Jan 2020
10683,Mathura,Mathura,Wheat,Dara,FAQ,2120,2160,2140,27 Jan 2020
10684,Jhansi,Mauranipur,Wheat,Dara,FAQ,1900,1950,1945,15 Jan 2020
10685,Meerut,Mawana,Wheat,Dara,FAQ,1840,2250,2132,25 Jan 2020
10686,Meerut,Mawana,Wheat,Dara,FAQ,1950,2150,2090,16 Jan 2020
10687,Meerut,Meerut,Wheat,Dara,FAQ,2060,2125,2080,06 Jan 2020
10688,Meerut,Meerut,Wheat,Dara,FAQ,2100,2200,2125,21 Jan 2020
10689,Meerut,Meerut,Wheat,Dara,FAQ,2120,2160,2125,11 Jan 2020
10690,Satna,Mehar,Wheat,MP(Desi),FAQ,1956,2011,1984,23 Jan 2020
10691,Buldhana,Mehekar,Wheat,Other,FAQ,1800,2200,1950,20 Jan 2020
10692,Bhind,Mehgaon,Wheat,Other,FAQ,2075,2090,2080,20 Jan 2020
10693,Mehsana,Mehsana,Wheat,Local,FAQ,2105,2400,2300,20 Jan 2020
10694,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,2070,2450,2300,06 Jan 2020
10695,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,2150,2395,2300,20 Jan 2020
10696,Indore,Mhow,Wheat,Other,FAQ,2050,2541,2295,04 Jan 2020
10697,Rampur,Milak,Wheat,Dara,FAQ,2015,2205,2115,29 Jan 2020
10698,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,1950,2200,2100,27 Jan 2020
10699,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,2000,2405,2250,08 Jan 2020
10700,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,2200,2405,2300,11 Jan 2020
10701,Farukhabad,Mohamadabad,Wheat,Dara,FAQ,1950,2000,1980,30 Jan 2020
10702,Farukhabad,Mohamadabad,Wheat,Dara,FAQ,1950,2010,2000,12 Jan 2020
10703,Morena,Morena,Wheat,Lokwan,FAQ,2014,2016,2016,30 Jan 2020
10704,Amarawati,Morshi,Wheat,Other,FAQ,1700,1950,1825,11 Jan 2020
10705,Panchmahals,Morva Hafad,Wheat,Deshi,FAQ,2000,2100,2050,09 Jan 2020
10706,Panchmahals,Morva Hafad,Wheat,Deshi,FAQ,2000,2100,2050,25 Jan 2020
10707,Panchmahals,Morva Hafad,Wheat,Deshi,FAQ,2000,2100,2050,27 Jan 2020
